50.0,55,12.9823,77.6571,30,29.2405,30.2454,31.3669,-34.0,-54.0,-30.0
50.053,55,12.9823,77.6571,33,31.5849,30.3487,32.3617,-34.2644,-54.0,-30.0
50.094,55,12.9823,77.6571,30,31.5429,32.1873,30.7299,-34.9713,-54.0,-30.0
50.176,55,12.9823,77.6571,28,32.7548,29.7538,32.5582,-34.9199,-54.0,-30.0
50.226,55,12.9823,77.6571,24,32.6272,32.8198,30.8,-34.1187,-54.5314,-30.322
50.303,55,12.9823,77.6571,20,32.0618,32.1048,29.3177,-34.0,-54.2861,-30.5766
50.517,55,12.9823,77.6571,17,30.0995,28.9627,32.0169,-34.0,-54.8643,-30.0
50.749,55,12.9823,77.6571,16,27.6477,31.4241,30.9989,-34.0,-55.695,-30.0
50.971,55,12.9823,77.6571,12,31.2675,28.9247,29.6799,-34.1849,-55.5515,-30.0
50.98,55,12.9823,77.6571,9,32.1328,29.0477,31.6829,-34.4294,-54.5913,-30.0
50.989,55,12.9823,77.6571,8,32.0202,33.3337,29.7681,-34.946,-55.558,-30.0
51.165,55,12.9823,77.6571,5,30.71,32.4436,31.3052,-34.3009,-55.0993,-30.0
51.374,55,12.9823,77.6571,4,30.6042,33.5744,31.68,-34.0,-54.1399,-30.0
51.492,55,12.9823,77.6571,1,32.1344,35.2476,32.4334,-34.3647,-54.6092,-30.0
51.496,55,12.9823,77.6571,0,32.262,32.5092,34.3625,-34.0,-54.0525,-30.5537
51.542,55,12.9823,77.6571,0,36.1327,33.6088,36.7999,-34.0,-54.0,-31.5494
51.611,55,12.9823,77.6571,3,32.1272,34.3735,34.7304,-34.9533,-54.0,-30.9733
51.665,55,12.9823,77.6571,6,32.6144,32.6221,35.0001,-34.3579,-54.0,-31.5565
51.954,55,12.9823,77.6571,9,32.9186,34.3454,34.8071,-34.3627,-54.0,-31.0911
52.103,55,12.9823,77.6571,11,32.9922,30.9742,32.8754,-34.6546,-54.0,-31.162
52.27,55,12.9823,77.6571,12,29.9495,30.4024,30.1465,-34.3102,-54.0,-30.8317
52.454,55,12.9823,77.6571,16,28.9305,31.5959,30.0597,-34.4036,-54.0,-31.6917
52.611,55,12.9823,77.6571,17,32.4732,29.5307,31.1148,-34.1714,-54.9249,-32.0
52.793,55,12.9823,77.6571,20,31.154,29.5136,30.0401,-34.0,-55.3481,-31.2583
52.955,55,12.9823,77.6571,24,29.9485,28.3998,31.975,-34.0,-55.4083,-32.0
53.026,55,12.9823,77.6571,27,28.874,31.1481,30.5035,-34.0,-54.6959,-32.0
53.04,55,12.9823,77.6571,29,29.9532,32.5356,33.1683,-34.0,-54.0878,-31.7358
53.098,55,12.9823,77.6571,26,30.9028,33.6729,33.1032,-34.0,-54.0,-32.0
53.228,55,12.9823,77.6571,24,33.6329,30.4944,30.194,-34.4551,-54.0,-31.8033
53.279,55,12.9823,77.6571,21,30.1134,32.8519,29.8386,-34.9604,-54.7029,-31.1515
53.425,55,12.9823,77.6571,20,32.3245,32.2209,29.2378,-34.8526,-55.3575,-30.8725
53.529,55,12.9823,77.6571,18,31.1786,28.7881,30.8277,-34.8982,-55.3554,-30.4415
53.817,55,12.9823,77.6571,15,28.9686,31.5408,29.9989,-34.0037,-55.004,-30.8347
53.898,55,12.9823,77.6571,13,30.192,30.924,30.5754,-34.4559,-55.6389,-30.788
54.041,55,12.9823,77.6571,11,29.7272,32.1785,29.71,-34.0,-55.9279,-31.2386
54.307,55,12.9823,77.6571,9,31.6556,32.1797,32.1288,-34.0,-56.7227,-31.48
54.477,55,12.9823,77.6571,7,31.1953,31.5189,30.014,-34.0,-56.1356,-32.0
54.711,55,12.9823,77.6571,3,31.0216,29.7848,30.7745,-34.0,-55.5997,-31.1464
54.862,55,12.9823,77.6571,0,27.9526,30.5967,29.716,-34.8067,-54.7449,-30.5021
55.107,55,12.9823,77.6571,2,28.418,28.7609,29.6709,-35.5434,-54.1906,-31.473
55.261,55,12.9823,77.6571,4,29.4269,32.168,30.9849,-35.7371,-54.0,-31.6784
55.543,55,12.9823,77.6571,7,32.4375,31.8902,30.2656,-36.6866,-54.0,-32.0
55.588,55,12.9823,77.6571,9,30.5111,32.8383,31.6555,-36.6908,-54.0,-32.0
55.659,55,12.9823,77.6571,11,33.7072,31.3758,33.2179,-37.0,-54.1712,-32.0
55.898,55,12.9823,77.6571,15,33.8524,35.0352,32.2396,-36.6148,-54.0,-32.0
56.058,55,12.9823,77.6571,18,32.1699,32.2405,33.6124,-37.0,-54.0,-31.1471
56.199,55,12.9823,77.6571,20,32.8583,33.9228,34.0397,-36.9817,-54.5715,-31.9252
56.489,55,12.9823,77.6571,24,36.1141,34.3635,35.3279,-36.8837,-54.3775,-32.0
56.704,55,12.9823,77.6571,26,34.1377,37.1729,33.8274,-37.0,-54.0,-31.1629
56.878,55,12.9823,77.6571,29,35.5467,33.909,35.9142,-36.0902,-54.0,-31.2368
57.015,55,12.9823,77.6571,31,37.17,37.2763,34.5049,-36.5972,-54.8226,-31.8164
57.164,55,12.9823,77.6571,30,36.1282,35.7177,33.4582,-37.0,-54.4459,-30.8543
57.235,55,12.9823,77.6571,27,36.8876,33.0275,34.296,-37.0,-55.31,-30.0
57.37,55,12.9823,77.6571,24,33.6828,33.41,33.8934,-36.6667,-54.3177,-30.0
57.632,55,12.9823,77.6571,22,33.6205,33.6029,34.3683,-37.0,-54.0,-30.4281
57.704,55,12.9823,77.6571,19,35.4221,33.5491,33.5044,-36.7525,-54.0,-30.8656
57.851,55,12.9823,77.6571,15,33.6564,32.0962,33.3651,-36.7436,-54.749,-30.2749
58.116,55,12.9823,77.6571,12,34.6535,32.4264,35.6806,-35.8982,-55.6069,-31.0249
58.127,55,12.9823,77.6571,9,32.8724,32.7099,32.768,-36.8636,-56.3534,-30.3368
58.325,55,12.9823,77.6571,5,31.6531,32.6659,32.5187,-37.0,-55.378,-30.1249
58.586,55,12.9823,77.6571,6,33.8895,32.4487,33.8887,-37.0,-54.9728,-30.2305
58.685,55,12.9823,77.6571,8,31.0012,31.9555,33.4058,-37.0,-55.1936,-30.0
58.775,55,12.9823,77.6571,5,31.1001,29.7235,30.1147,-36.7568,-55.2509,-30.4342
58.991,55,12.9823,77.6571,3,32.8328,31.0067,32.5765,-35.7643,-55.3312,-30.5619
59.077,55,12.9823,77.6571,6,31.6375,30.4594,30.9258,-36.716,-54.4489,-30.3374
59.192,55,12.9823,77.6571,8,31.4728,33.6659,30.7524,-36.006,-54.0,-30.0
59.287,55,12.9823,77.6571,11,34.3879,31.5124,31.6141,-35.2205,-54.7203,-30.0
59.497,55,12.9823,77.6571,14,33.7828,33.5564,36.1607,-36.0018,-55.0352,-30.0
59.695,55,12.9823,77.6571,16,36.0894,36.9285,33.5364,-35.4774,-54.302,-30.1218
59.936,55,12.9823,77.6571,19,35.5827,34.7893,37.4666,-36.4383,-55.0076,-30.0
60.194,55,12.9823,77.6571,22,37.0404,34.8741,37.6177,-35.9571,-54.8347,-30.0
60.316,55,12.9823,77.6571,24,37.3509,35.2288,35.9253,-35.0729,-55.7368,-30.2762
60.336,55,12.9823,77.6571,28,39.021,36.8182,38.537,-34.4003,-56.2786,-30.3419
60.475,55,12.9823,77.6571,30,37.4148,37.5994,37.3645,-34.1378,-56.0544,-30.0
60.62,55,12.9823,77.6571,33,37.5022,36.7834,36.66,-34.0,-55.9304,-30.0
60.641,55,12.9823,77.6571,34,37.6512,35.4963,37.6562,-34.2612,-55.0443,-30.0
60.816,55,12.9823,77.6571,36,36.0822,36.7205,37.5795,-35.0434,-55.2164,-30.0
60.982,55,12.9823,77.6571,33,35.5743,37.9282,35.6036,-34.6879,-54.2366,-30.0
61.233,55,12.9823,77.6571,32,36.262,36.6233,37.2454,-34.5764,-54.0,-30.4013
61.399,55,12.9823,77.6571,29,36.8083,35.9736,34.4698,-35.2744,-54.0,-30.4068
61.445,55,12.9823,77.6571,25,33.8303,36.888,36.5426,-36.0637,-54.0,-30.0
61.568,55,12.9823,77.6571,24,37.3629,37.132,35.3043,-36.8197,-54.6314,-30.0
61.571,55,12.9823,77.6571,21,34.9617,35.3388,33.3677,-37.0,-54.8875,-30.0
61.693,55,12.9823,77.6571,18,33.8989,32.5769,32.7923,-36.7454,-54.2032,-30.1137
61.724,55,12.9823,77.6571,17,35.151,35.8332,31.9725,-37.0,-54.0,-30.0
61.736,55,12.9823,77.6571,16,32.9743,32.9536,35.4588,-36.2898,-54.4082,-30.0
61.976,55,12.9823,77.6571,14,33.1844,33.5334,34.3755,-36.0754,-55.1931,-30.0
62.245,55,12.9823,77.6571,10,36.0314,34.878,33.6452,-35.6184,-55.0653,-30.9626
62.368,55,12.9823,77.6571,6,36.8525,33.9433,33.7189,-36.2584,-55.5753,-31.6362
62.445,55,12.9823,77.6571,4,34.1561,37.0779,34.0617,-36.22,-55.1144,-31.3253
62.463,55,12.9823,77.6571,3,36.2467,36.5983,36.2072,-36.7383,-55.3987,-31.7727
62.757,55,12.9823,77.6571,2,38.4186,38.3591,38.1706,-36.0371,-55.3635,-32.0
62.971,55,12.9823,77.6571,0,38.106,36.6388,35.5189,-36.7635,-54.9634,-32.0
63.206,55,12.9823,77.6571,2,37.2887,36.5768,39.1428,-36.5132,-54.3931,-31.7779
63.257,55,12.9823,77.6571,4,38.0114,38.7174,37.4506,-36.238,-55.2304,-32.0
63.54,55,12.9823,77.6571,5,36.7306,39.7339,37.4364,-36.7648,-54.343,-31.1805
63.837,55,12.9823,77.6571,7,37.9142,38.2427,38.4023,-37.0,-54.7119,-31.4267
64.026,55,12.9823,77.6571,10,37.2199,38.7435,39.0774,-36.4848,-55.5977,-32.0
